X,Y,LOKALNYID,RODZAJ,icon_url
18.9665428027833,52.6997795640255,2EE13F53-8B8D-10BF-E053-CA2BA8C063B3,transformator,./0.png
18.9745844268193,52.6949559567106,2EE13F53-8B8E-10BF-E053-CA2BA8C063B3,transformator,./0.png
18.9793513935792,52.692559996296,2EE13F53-8B8F-10BF-E053-CA2BA8C063B3,transformator,./0.png
18.9598814062212,52.7039520344172,2EE13F53-8B90-10BF-E053-CA2BA8C063B3,transformator,./0.png
18.9600214775661,52.7040885891002,2EE13F53-8B91-10BF-E053-CA2BA8C063B3,transformator,./0.png
18.9601591917392,52.7042134524683,2EE13F53-8B92-10BF-E053-CA2BA8C063B3,transformator,./0.png
19.0012137052086,52.6845466806901,2EE13F53-8B93-10BF-E053-CA2BA8C063B3,transformator,./0.png
19.0178064734228,52.6786969130002,2EE13F53-8B94-10BF-E053-CA2BA8C063B3,transformator,./0.png
19.0263097563458,52.6760675070492,2EE13F53-8B95-10BF-E053-CA2BA8C063B3,transformator,./0.png
19.0016090933916,52.6924445200461,2EE13F53-8B97-10BF-E053-CA2BA8C063B3,transformator,./0.png
19.0088259966764,52.6856382409181,2EE13F53-8B98-10BF-E053-CA2BA8C063B3,transformator,./0.png
18.9640661491955,52.7001313486834,2EE13F53-8B9C-10BF-E053-CA2BA8C063B3,zespolDystrybutorowPaliwa,./0.png
18.9644958623232,52.6999690720268,2EE13F53-8B9D-10BF-E053-CA2BA8C063B3,zespolDystrybutorowPaliwa,./0.png
18.997761910895,52.6862859261534,2EE13F53-8B9E-10BF-E053-CA2BA8C063B3,transformator,./0.png
18.9499503673455,52.7020634130559,2EE13F53-8B9F-10BF-E053-CA2BA8C063B3,transformator,./0.png
18.9793952089034,52.6956905960829,2EE13F53-8BA0-10BF-E053-CA2BA8C063B3,transformator,./0.png
18.9931056627918,52.6870671143797,2EE13F53-8BA1-10BF-E053-CA2BA8C063B3,transformator,./0.png
19.0418091650827,52.6811003592951,2EE13F53-8BA3-10BF-E053-CA2BA8C063B3,transformator,./0.png
19.1652843662941,52.6672360208409,2EE13F53-8BA4-10BF-E053-CA2BA8C063B3,transformator,./0.png
19.0863922211496,52.6681917949233,2EE13F53-8BA5-10BF-E053-CA2BA8C063B3,transformator,./0.png
19.1634884355687,52.6660326876348,2EE13F53-8BA6-10BF-E053-CA2BA8C063B3,transformator,./0.png
19.141494572558,52.6675325403607,2EE13F53-8BA7-10BF-E053-CA2BA8C063B3,transformator,./0.png
19.1226214517284,52.6689274633625,2EE13F53-8BA8-10BF-E053-CA2BA8C063B3,transformator,./0.png
19.0941513999734,52.6658995069142,2EE13F53-8BA9-10BF-E053-CA2BA8C063B3,transformator,./0.png
19.0645325107802,52.6752094426748,2EE13F53-8BAA-10BF-E053-CA2BA8C063B3,transformator,./0.png
19.0313618920887,52.6727679628868,2EE13F53-8BAB-10BF-E053-CA2BA8C063B3,transformator,./0.png
19.0361976023216,52.6669758690242,2EE13F53-8BAC-10BF-E053-CA2BA8C063B3,transformator,./0.png
19.0317146749385,52.668412827601,2EE13F53-8BAD-10BF-E053-CA2BA8C063B3,transformator,./0.png
19.0388076303855,52.6681737615938,2EE13F53-8BAE-10BF-E053-CA2BA8C063B3,transformator,./0.png
19.0530106690312,52.663827603507,2EE13F53-8BAF-10BF-E053-CA2BA8C063B3,transformator,./0.png
19.0349782826433,52.6648921012253,2EE13F53-8BB0-10BF-E053-CA2BA8C063B3,transformator,./0.png
19.0425481204181,52.6622347277447,2EE13F53-8BB1-10BF-E053-CA2BA8C063B3,transformator,./0.png
19.0447924576133,52.6598549861652,2EE13F53-8BB2-10BF-E053-CA2BA8C063B3,transformator,./0.png
19.0592700042214,52.662456947534,2EE13F53-8BB3-10BF-E053-CA2BA8C063B3,transformator,./0.png
19.0516650879555,52.6648943652565,2EE13F53-8BB4-10BF-E053-CA2BA8C063B3,transformator,./0.png
19.0485668871065,52.6626960749905,2EE13F53-8BB5-10BF-E053-CA2BA8C063B3,transformator,./0.png
19.0578827235384,52.6632720069946,2EE13F53-8BB6-10BF-E053-CA2BA8C063B3,transformator,./0.png
19.0509491072025,52.6609972634704,2EE13F53-8BB7-10BF-E053-CA2BA8C063B3,transformator,./0.png
19.0410229478079,52.6649057205017,2EE13F53-8BB8-10BF-E053-CA2BA8C063B3,transformator,./0.png
19.025394456888,52.6508996396961,2EE13F53-8BB9-10BF-E053-CA2BA8C063B3,transformator,./0.png
